OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036ED,2026-08-03T13:19:29.675712,13.50503235,.04028535,73.9110,254.2823,247.2810,108.5251,0,U,33924,999,85895,.29423958E-3,.289E-5,0
COSMOS 2251 DEB,1993-036EH,2026-08-03T16:39:07.388928,14.47860303,.00606506,73.9269,331.8977,216.8993,142.7986,0,U,33928,999,92030,.1881026E-3,.683E-5,0
COSMOS 2251 DEB,1993-036EM,2026-08-03T19:26:49.668576,14.39329491,.00379944,74.0312,243.9802,266.8549,92.8258,0,U,33932,999,91365,.21330064E-3,.642E-5,0
COSMOS 2251 DEB,1993-036EN,2026-08-03T19:18:54.002880,14.33924418,.0072185,74.0900,353.3466,302.6533,56.7668,0,U,33933,999,91139,.16351667E-3,.443E-5,0
COSMOS 2251 DEB,1993-036EP,2026-08-03T19:41:10.071744,14.60706576,.00157779,74.0379,13.9117,72.5610,287.7279,0,U,33934,999,92155,.52314468E-3,.2525E-4,0
COSMOS 2251 DEB,1993-036ER,2026-08-03T22:38:48.528672,14.61642544,.00275162,74.0183,309.3088,39.2888,321.0268,0,U,33936,999,92310,.39692372E-3,.1955E-4,0
COSMOS 2251 DEB,1993-036ET,2026-08-03T11:10:48.079200,14.47533945,.00160639,74.0454,130.4947,161.3869,318.7058,0,U,33938,999,91781,.29111964E-3,.1045E-4,0
COSMOS 2251 DEB,1993-036EU,2026-08-03T16:18:12.479904,15.35827994,.00098791,73.9948,312.6493,6.1944,353.9382,0,U,33939,999,92296,.4101874E-2,.146014E-2,0
COSMOS 2251 DEB,1993-036EV,2026-08-03T07:47:23.248032,14.60689861,.00112413,74.0384,57.9445,79.6099,94.6233,0,U,33940,999,92002,.57328116E-3,.2767E-4,0
COSMOS 2251 DEB,1993-036EX,2026-08-03T16:12:27.330048,14.38263894,.00217,74.0344,203.8806,236.6318,240.5514,0,U,33942,999,91497,.13201615E-3,.376E-5,0
COSMOS 2251 DEB,1993-036EZ,2026-08-03T19:17:18.752064,14.37734653,.01146305,74.0377,238.1308,280.8458,255.2835,0,U,33944,999,91391,.14458586E-3,.44E-5,0
COSMOS 2251 DEB,1993-036FA,2026-08-03T12:19:09.320448,14.34757325,.00241097,74.0271,237.8520,271.1115,88.7275,0,U,33945,999,91368,.68768708E-4,.169E-5,0
COSMOS 2251 DEB,1993-036FD,2026-08-03T18:53:24.422208,14.35849894,.00247246,74.0329,235.6264,259.1585,100.6785,0,U,33948,999,91382,.91691098E-4,.24E-5,0
COSMOS 2251 DEB,1993-036FE,2026-08-03T14:31:21.252576,14.40086362,.00199193,74.0240,181.3645,232.1987,248.3659,0,U,33971,999,91505,.18657943E-3,.563E-5,0
COSMOS 2251 DEB,1993-036FF,2026-08-03T23:39:48.036096,14.38437446,.01222421,73.9940,118.3313,231.5884,141.1726,0,U,33972,999,90440,.75505248E-3,.2485E-4,0
COSMOS 2251 DEB,1993-036FG,2026-08-03T14:02:14.555616,14.45592287,.00455375,74.0081,26.1902,149.5891,282.9840,0,U,33973,999,91979,.96741615E-4,.319E-5,0
COSMOS 2251 DEB,1993-036FJ,2026-08-03T20:15:19.726848,14.00834767,.01902613,73.8004,32.8097,125.1593,236.7532,0,U,33975,999,89107,.32207058E-3,.539E-5,0
COSMOS 2251 DEB,1993-036FP,2026-08-03T17:53:12.630048,14.59945695,.00285065,74.0218,332.8651,53.9979,66.4511,0,U,33980,999,92208,.39310732E-3,.1865E-4,0
COSMOS 2251 DEB,1993-036FR,2026-08-03T12:46:41.254752,14.61222076,.00756964,74.0686,274.1055,258.9594,167.8726,0,U,33982,999,92573,.21490883E-3,.107E-4,0
COSMOS 2251 DEB,1993-036FS,2026-08-03T22:23:22.254144,14.51461866,.00202513,74.0484,66.8505,110.3863,313.5463,0,U,33983,999,92026,.28010512E-3,.1094E-4,0
COSMOS 2251 DEB,1993-036FT,2026-08-03T20:22:15.283200,14.68320145,.00229915,74.0058,254.2421,22.0212,153.0867,0,U,33984,999,92500,.41905146E-3,.2397E-4,0
COSMOS 2251 DEB,1993-036FV,2026-08-03T02:17:06.951840,14.44147707,.0043039,74.0329,228.8347,249.2830,167.5407,0,U,33986,999,91396,.34995913E-3,.1186E-4,0
COSMOS 2251 DEB,1993-036FZ,2026-08-03T22:33:56.444832,13.50275787,.04055729,73.9267,269.9235,246.9354,291.3648,0,U,33990,999,85890,.39502641E-3,.397E-5,0
