OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SENTINEL-5P,2017-064A,2026-08-12T10:47:20.197248,14.19527042,.00012963,98.7941,166.1854,86.1413,273.9911,0,U,42969,999,45754,.19563251E-4,-.3E-7,0
SKYSAT-C11,2017-068A,2026-08-12T23:27:47.751264,15.60756105,.0001781,97.4411,16.4285,119.9093,240.2341,0,U,42987,999,49209,.20667E-3,.17079E-3,0
SKYSAT-C10,2017-068B,2026-08-12T22:29:16.285056,15.35557617,.0001734,97.4575,2.3989,100.0258,260.1181,0,U,42988,999,49106,.12698E-3,.4305E-4,0
SKYSAT-C9,2017-068C,2026-08-12T22:44:27.327264,15.42802956,.0006551,97.4494,3.9017,294.2376,65.8186,0,U,42989,999,49150,.14273E-3,.6162E-4,0
SKYSAT-C8,2017-068D,2026-08-12T22:49:10.405632,15.37971049,.0001526,97.4591,2.4329,108.0900,252.0511,0,U,42990,999,49103,.13429E-3,.4929E-4,0
SKYSAT-C7,2017-068E,2026-08-12T22:42:41.471712,15.37912018,.0004246,97.4603,3.4219,257.9621,102.1148,0,U,42991,999,49109,.13233E-3,.4848E-4,0
SKYSAT-C6,2017-068F,2026-08-12T22:57:28.349568,15.34087686,.00018,97.4641,3.1458,42.5479,317.5903,0,U,42992,999,49102,.12337E-3,.3987E-4,0
CARTOSAT-2F,2018-004A,2026-08-13T04:21:24.014016,15.19210741,.0002632,97.4748,284.2450,80.1059,280.0473,0,U,43111,999,47598,.27056E-4,.502E-5,0
GAOFEN-1 02,2018-031A,2026-08-13T05:25:36.553728,14.76448481,.0002907,98.0494,287.5804,158.7882,201.3448,0,U,43259,999,45111,.77607E-4,.488E-5,0
GAOFEN-1 03,2018-031B,2026-08-13T04:53:54.556224,14.76450692,.0001495,98.0481,287.4105,216.3454,143.7655,0,U,43260,999,45110,.48978E-4,.289E-5,0
GAOFEN-1 04,2018-031D,2026-08-13T04:18:51.547392,14.76468982,.0000922,98.0495,287.5844,125.1105,235.0191,0,U,43262,999,45109,-.88942E-5,-.113E-5,0
SENTINEL-3B,2018-039A,2026-08-13T03:14:34.970208,14.26737029,.0001636,98.6211,291.8389,103.8595,256.2767,0,U,43437,999,43224,.33153E-4,.37E-6,0
GAOFEN-5 01,2018-043A,2026-08-12T22:05:12.082272,14.60639185,.0000439,98.4627,197.7150,253.5593,106.5558,0,U,43461,999,43997,.27973E-4,.87E-6,0
GAOFEN-6,2018-048A,2026-08-13T04:52:55.210656,14.76411652,.0010526,98.0938,287.9687,355.2305,4.8802,0,U,43484,999,44180,.49786E-4,.294E-5,0
GAOFEN-11 01,2018-063A,2026-08-13T05:07:14.697984,15.56823824,.0005484,97.1250,291.9790,113.3054,246.8779,0,U,43585,999,44921,.8226E-4,.5799E-4,0
ICESAT-2,2018-070A,2026-08-13T04:29:46.857696,15.28232427,.0000918,92.0081,306.3831,174.5792,185.5468,0,U,43613,999,44116,.15744E-3,.433E-4,0
HYSIS,2018-096A,2026-08-13T04:33:34.176096,14.78655985,.0001037,97.9811,291.4786,74.1387,285.9938,0,U,43719,999,41584,.13792E-4,.49E-6,0
KAZSTSAT,2018-099AB,2026-08-13T01:39:03.353184,14.99972595,.0009219,97.4244,254.4291,221.8616,138.1904,0,U,43783,999,41983,.11006E-4,.81E-6,0
SAUDISAT 5A,2018-102A,2026-08-13T04:36:49.287168,15.28559878,.0007758,97.3025,285.6806,295.8562,64.1878,0,U,43831,999,42438,.84677E-4,.228E-4,0
SAUDISAT 5B,2018-102C,2026-08-13T04:50:54.313728,15.28790264,.0008508,97.3137,288.8631,298.1202,61.9177,0,U,43833,999,42450,.80216E-4,.2172E-4,0
GAOFEN-10R,2019-066A,2026-08-13T03:57:44.741952,14.83109309,.0004687,98.0541,179.1717,323.5927,36.4967,0,U,44622,999,37082,.59917E-4,.433E-5,0
CARTOSAT-3,2019-081A,2026-08-13T04:40:38.212608,15.19336578,.0010298,97.4270,286.1306,319.7170,40.3301,0,U,44804,999,37212,.36951E-4,.713E-5,0
GAOFEN-12 01,2019-082A,2026-08-13T04:34:35.189184,14.80498200,.0001332,97.8135,230.0729,127.5121,232.6213,0,U,44819,999,36252,.25058E-4,.141E-5,0
CSG-1,2019-092A,2026-08-13T03:57:58.410432,14.82147449,.0001495,97.8909,47.9504,88.1757,271.9627,0,U,44873,999,35991,.13968E-4,.59E-6,0
NEMO-HD,2020-061F,2026-08-13T04:25:48.650304,15.45642818,.0002166,97.1878,286.5902,124.0079,236.1376,0,U,46277,999,33078,.1129E-3,.5352E-4,0
SENTINEL-6A,2020-086A,2026-08-12T14:41:55.789728,12.80930435,.00077654,66.0428,17.8535,269.0492,90.9634,0,U,46984,999,26755,-.44403329E-4,-.71E-6,0
CAS500-1,2021-022A,2026-08-13T04:46:21.160992,15.20116013,.0007157,97.3820,119.2735,88.1950,272.0105,0,U,47932,999,29942,.12594E-3,.2655E-4,0
